SMILES,melting_point,nHBAcc,nHBDon,nRot,RotRatio,SLogP,SMR,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb1,mZagreb2
CC(=O)CC(=O)NC1=CC=C(C=C1C)C1=CC(C)=C(NC(=O)CC(C)=O)C=C1,212,4,2,7,0.241379,3.80564,109.207,380.174,7.31103,2420,40,138,155,11.6111,6.16667
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F,83.5,0,0,1,0.0769231,4.4588,40.984,301.866,21.5618,259,27,74,88,10.25,2.6875
OC(=O)CNC(=O)OCC1=CC=CC=C1,121,3,2,4,0.266667,0.9974,52.2655,209.069,8.04111,446,15,66,69,5.58333,3.5
CC1CC(=O)C=C(C)C11CCC(C1)=C(C)C,44.5,1,0,0,0,4.0483,67.203,218.167,5.74124,401,27,86,104,6.86806,3.44444
SC1=NC2=CC=CN=C2S1,300,4,1,0,0,1.98,44.667,167.982,11.9987,108,11,52,60,2.83333,2.19444
NC1=CC2=C(NC(S)=N2)C=C1,242,3,3,0,0,1.4338,47.7581,165.036,9.16867,143,13,58,67,3.69444,2.36111
CC#CCO,-0.2,1,1,0,0,0.002,20.5358,70.0419,6.36744,20,2,14,12,2.75,1.5
COC1=CC(C)=CC(OC)=C1C=O,93,3,0,3,0.230769,1.82472,49.6705,180.079,7.20315,234,19,60,69,5.69444,3.22222
CCC1=CC=CC=C1O,18,1,1,1,0.111111,1.9546,37.4848,122.073,6.4249,86,10,40,44,3.47222,2.19444
CC1C2CC(OC(C)=O)C3C(C2O)(C(O)CC2C(C)(C)CCCC32CO)C1=O,120,6,3,2,0.0645161,1.6899,101.026,394.236,6.35864,1551,67,166,216,11.9375,5.90278
OC(=O)C1=C(C=CC=C1Cl)[N+]([O-])=O,163.5,3,1,2,0.153846,1.9464,45.0657,200.983,11.8225,228,19,62,71,6.30556,2.94444
BrC1=CC=CC2=C1C=CC=N2,46,1,0,0,0,2.9973,49.443,206.968,12.1746,140,15,56,65,3.08333,2.47222
OCCBr,-80,1,1,1,0.333333,0.3736,20.8798,123.952,13.7725,10,1,10,8,2.5,1.25
CC(C)(C(=O)C1=CC=CN=C1)C1=CC=CN=C1,50.5,3,0,3,0.166667,2.6371,65.8305,226.111,7.29389,504,26,86,100,5.89583,3.77778
CO\C(=C/C)C(O)=O,58,2,1,2,0.285714,0.6212,28.4018,116.047,7.25296,67,8,30,31,4.72222,2.11111
NC1=CC=C(C=C1)S(O)(=O)=O,365,3,2,1,0.0909091,0.5155,40.669,173.015,9.61193,152,13,54,59,5.28472,2.33333
COC1=CC2=C(N=CC=C2)C(N)=C1,52,3,1,1,0.0714286,1.8256,52.7074,174.079,7.56867,230,19,66,77,4.19444,2.97222
CC(=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O,98,3,0,2,0.153846,2.4508,48.1109,199.004,10.4739,240,18,62,70,6.30556,2.91667
CCCOC(N)=O,60,2,1,2,0.333333,0.4917,25.8264,103.063,6.44146,52,4,24,22,3.86111,1.83333
CN(C)C(=S)SC1=CC=C(C=C1N(=O)=O)N(=O)=O,152.5,6,0,3,0.166667,2.4416,71.8928,287.003,10.6298,616,26,86,97,8.77778,4.02778
OC(=O)C1=CC(O)=C(O)C(O)=C1,253,4,4,1,0.0833333,0.5016,38.3957,170.022,9.44564,188,17,58,66,6.05556,2.66667
OC(C1C(=O)N(N=C1C(F)(F)F)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,168,3,1,3,0.111111,3.9547,87.3198,368.054,9.9474,1412,41,134,159,9.45139,5.33333
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,112,3,1,3,0.166667,2.7492,63.6683,228.079,7.86478,592,21,82,91,5.19444,3.86111
CCC(C)C(C)(COC(N)=O)COC(N)=O,77,4,2,6,0.4,1.2294,58.6328,232.142,6.4484,465,20,70,75,8.64583,3.75
[O-][N+](=O)C1=C(Cl)C=C(F)C=C1,35,2,0,1,0.0909091,2.3873,38.0644,174.984,12.4988,150,14,52,58,5.19444,2.47222
COC1=CC(F)=CC=C1C=O,61,2,0,2,0.181818,1.6468,38.3395,154.043,8.55794,152,14,50,56,4.58333,2.69444
O=C1[C@@H](OC2=CC=CC=C2)[C@H](N1[C@@H](SC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,194,3,0,7,0.194444,6.5086,128.369,437.145,7.94809,2776,48,170,202,7.5,7.11111
CC(N)COC1=C(C)C=CC=C1C,204,2,1,3,0.230769,2.02944,55.0604,179.131,5.97103,256,16,60,66,5.69444,2.97222
OC(=O)CC1=CC(Br)=CN=C1,183.5,2,1,2,0.181818,1.4712,43.2768,214.958,12.6446,162,11,50,53,4.58333,2.5
CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=C(Cl)C=C2)=C(O)C2=CC=CC=C12,240,7,3,3,0.0967742,2.1995,108.043,395.079,9.40663,2018,49,152,184,9.22222,6.08333
COC1=CC=C(C=C1N)S(F)(=O)=O,62,4,1,2,0.153846,0.9356,45.7002,205.021,9.7629,242,18,64,72,6.39583,2.86111
OC1=CC(=CC(O)=C1)C1=CC(O)=CC(O)=C1,310,4,4,1,0.0588235,2.176,58.5372,218.058,8.38684,426,22,82,93,6.16667,3.44444
ClC1=CC2=C(NC=C2C=O)C=C1,211,1,1,1,0.0769231,2.6338,48.6962,179.014,9.94521,183,16,62,73,3.94444,2.72222
CC(C)OC(=O)OOC(=O)OC(C)C,10,6,0,2,0.153846,2.0246,45.404,206.079,7.35997,369,13,58,58,7.44444,3.25
C\C=C\Cl,-99,0,0,0,0,1.7588,20.667,76.008,8.44533,10,1,10,8,2.5,1.25
OCC1=C(C=CC(F)=C1)C(F)(F)F,50,1,1,1,0.0769231,2.3368,37.3248,194.035,10.2124,232,18,64,72,6.39583,2.86111
CC(C)C(C(C)C)C(C)C,-0.3,0,0,3,0.333333,3.5706,48.004,142.172,4.44288,117,12,42,45,6.44444,2.33333
CC(C)C1CCC(C)CC1OC(=O)C(=CC1=CC=CC=C1)C(C)=O,133,3,0,5,0.2,4.663,96.323,328.204,6.31161,1374,35,118,134,9.38889,5.36111
COC(C)CCO,-85,2,1,3,0.5,0.4037,28.1738,104.084,5.47809,50,5,24,23,3.86111,1.91667
NC1=CC=CC=C1C1=CC2=CC=CC=C2N1,153,1,2,1,0.0555556,3.4171,68.1471,208.1,7.43214,423,23,86,102,4.05556,3.5
O=C1C=CC2=CC(=O)C=CC(C2)=C1,122,2,0,0,0,1.5071,49.077,172.052,8.19297,223,22,66,74,4.19444,2.83333
CCCOC(=O)CCCCC(=O)OCCC,-15.7,4,0,9,0.6,2.4532,60.968,230.152,6.05663,600,15,62,62,6.72222,4.08333
CC(C)(OO)C1=CC=C(C=C1)C(C)(C)OO,141,4,2,4,0.25,3.136,59.9216,226.121,6.6506,448,25,80,92,7.84722,3.58333
CN1C2=CC=CC=C2SC2=CC=C(CC(O)=O)C=C12,146,3,1,2,0.0952381,3.5462,76.4098,271.067,8.47083,682,31,102,121,6.02778,4.11111
NC1=CC=CC(=C1)C1=NN=NN1,203.5,4,2,1,0.0769231,0.4489,44.0261,161.07,8.47738,194,13,60,68,3.33333,2.69444
CC1=C(C=NO1)C(O)=O,147,3,1,1,0.111111,0.68122,28.1993,127.027,9.07335,84,9,42,47,4.08333,2.05556
CC1=CC=C(NC(=S)NC2=CC=C(C)C=C2)C=C1,183,1,2,2,0.105263,4.11234,82.2014,256.103,7.53245,701,22,88,97,6.05556,4
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=NC=CS1,146,3,1,8,0.242424,6.091,71.4277,545.969,15.1658,2829,75,184,231,19.9722,6.52083
NC(=S)C1=CC2=C(OC=C2)C=C1,98.6,2,1,1,0.0769231,2.067,52.1014,177.025,9.3171,188,15,62,72,3.94444,2.63889
CC1CCC2=CC3=C(C=CC(C)=N3)C=C2N1,171,2,1,0,0,3.28982,67.8857,212.131,6.6291,414,25,88,104,4.66667,3.38889
CC(C)(C)C1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,95,5,1,2,0.117647,2.5061,60.1156,240.075,8.27844,474,27,86,99,9.22917,3.61111
CC1=CC=C(C=C1)C(=O)C1=NOC2C1C(=O)N(C2=O)C1=CC=C(F)C=C1,173,5,0,3,0.103448,2.26122,90.2005,352.086,9.02784,1643,45,144,176,8.72222,5.58333
N#CC1=NC=CN=C1,19,3,0,0,0,0.34828,26.747,105.033,9.54843,64,7,34,36,2.61111,2
CCNC1=C(C=C2C(=O)OC3=CC=CC=C3C2=N1)C(=O)OCC,186,6,1,4,0.16,2.9497,87.9052,312.111,8.00285,1112,40,120,144,7.63889,5.25
CC(=O)O[C@]12CC[C@H](C[C@H]1O[C@@H]2C1=C(F)C(F)=C(F)C(F)=C1F)C(C)(C)C,83,3,0,2,0.0689655,4.9701,85.139,392.141,8.16961,1684,51,152,188,12.4861,5.61111
COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1,181,2,1,6,0.285714,3.8378,85.5327,274.205,5.96097,854,29,100,116,7.77778,4.52778
CSC1=NC=NC2=C1N=CN2,221.5,4,1,1,0.0833333,1.0748,43.4647,166.031,9.76655,141,14,56,66,3.08333,2.55556
CCC12CCCN3CCC4=C(C13)N(C1=CC=CC=C41)C(O)(C2)C(=O)OC,231.5,5,1,2,0.0666667,2.9525,98.7398,354.194,6.81143,1287,59,156,202,8.01389,5.61111
COC1=C(C=C2C(CC2=C1)C(O)=O)C(C)C,86,2,1,3,0.176471,2.5429,61.1638,220.11,6.87844,424,24,84,101,6.77778,3.55556
COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,83.5,3,0,5,0.208333,4.4484,91.414,310.157,6.89238,1368,34,116,132,9.22917,5.05556
CCC1CC(N)(CC(C)(C)N1O)C(O)=O,230,4,3,2,0.133333,0.8107,55.5717,216.147,6.17564,324,26,78,92,8.20833,3.23611
CCCCCCCCCI,-20,0,0,7,0.777778,4.172,56.88,254.053,8.76045,165,7,34,32,4,2.75
CCOC1=C(SC=C1)C(O)=O,122,3,1,3,0.272727,1.845,42.4473,172.019,9.05365,156,12,50,56,4.58333,2.63889
COC1=C(C(O)=O)C(C)=CC=C1Br,125,2,1,2,0.153846,2.46432,52.3903,243.974,11.0897,226,20,62,72,6.30556,3.02778
COC1=CC(=CC(OC)=C1OC)C(=O)OC1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1,95,6,0,8,0.242424,4.8277,117.305,418.142,7.88946,3260,48,154,178,10.25,7.19444
O=N(=O)C1=CC=C(\C=N\NP(=O)(N2CC2)N2CC2)C=C1,149,4,1,6,0.272727,1.2576,74.5786,295.083,8.67892,930,30,108,129,6.36806,4.31944
BrC1=C(Br)C=C(C=O)C=C1,71,1,0,1,0.1,3.0241,47.2295,261.863,18.7045,117,12,46,51,4.33333,2.36111
OC(=O)C1=C(F)C=C(C=C1)C#N,216,2,1,1,0.0833333,1.39558,38.0743,165.023,10.3139,197,16,56,63,5.44444,2.80556
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC(Cl)=C(OC2=C(Cl)C=C(C=N2)C(F)(F)F)C(Cl)=C1,222.6,4,2,4,0.111111,7.093,113.628,538.963,12.534,4005,56,178,207,14.1458,7.25
CC(C)S,-0.5,1,1,0,0,1.3246,24.122,76.0347,6.33622,9,0,12,9,3.11111,1
SC1=NN=CS1,143,4,1,0,0,0.8268,27.161,117.966,14.7457,26,2,26,27,2.11111,1.41667
NNC(=O)C1=CC(Cl)=CC(Cl)=C1,206,2,2,1,0.0833333,1.5969,48.1156,203.986,11.3325,195,15,56,62,5.44444,2.77778
ClC1=CC=C(C=C1)N(C(=O)C1=CC=CC=C1)C(=O)C1=CC=CC=C1,144.85,2,0,3,0.115385,4.8272,95.476,335.071,8.81767,1278,37,122,142,7.27778,5.38889
O=C1CC2CCCCC2C1,10,1,0,0,0,2.1557,39.689,138.104,5.75435,108,11,52,60,2.83333,2.19444
O=C1NCCN1,131,1,2,0,0,-0.7008,21.4014,86.048,7.17067,26,2,26,27,2.11111,1.41667
COC(=O)C1(CCCC1)S(=O)(=O)C1=CC=C(Br)C=C1,103.5,4,0,3,0.15,2.7086,74.5428,345.987,10.1761,637,34,100,122,7.70833,4.22917
CC(C)COC(=O)C1=CC=C(C=C1)C(=O)OCC(C)C,55,4,0,6,0.3,3.3122,76.683,278.152,6.62266,976,25,92,100,8.66667,4.55556
FC(F)(F)C(F)(F)C(F)(F)F,-147.6,0,0,0,0,2.7463,17.057,187.987,17.0897,136,18,56,64,8.1875,2.125
C(OC1=CC(OCC2CO2)=CC=C1)C1CO1,42.5,4,0,6,0.333333,1.2418,56.912,222.089,7.40297,509,17,84,96,3.44444,3.5
CN(C)[Si](C)(C)N(C)C,-98,2,0,2,0.25,0.8114,44.856,146.124,5.412,84,12,40,44,6.28472,2
COC1=CC=C(C=C2C(=O)OC(C)(C)OC2=O)C=C1OC,164,6,0,3,0.136364,1.9233,73.786,292.095,7.89445,952,33,108,125,8.72917,4.66667
CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,103,1,0,2,0.117647,3.3712,65.704,211.1,7.2793,423,22,78,89,4.94444,3.66667
OC(=O)C1=CC2=C(OC1=O)C=CC(=C2)[N+]([O-])=O,200,5,1,2,0.111111,1.3994,56.0977,235.012,10.6823,502,27,88,103,7.02778,3.69444
CCOC(=O)C(=N/NC1=C(Cl)C=CC(Cl)=C1)\C(=O)C(F)(F)F,146,5,1,5,0.227273,3.4558,75.2147,355.994,11.4837,1083,32,106,119,10.4792,4.91667
CCCCCCCCCCCCN,28.3,1,1,10,0.833333,3.866,60.8984,185.214,4.63036,364,10,46,44,4.75,3.5
CNC=O,-3.2,1,1,1,0.333333,-0.6378,15.1237,59.0371,6.55968,10,1,10,8,2.5,1.25
CC1=CC=C(F)C(C(O)=O)=C1F,140,1,1,1,0.0833333,1.97142,38.0543,172.034,9.55742,181,18,58,67,6.05556,2.69444
CC(=O)OC1=C(C=CC=C1)C(=O)OC1=C(C=CC=C1)C(O)=O,159,5,1,4,0.173913,2.5293,76.1108,300.063,8.82539,1077,32,108,123,8.27778,4.94444
FC(F)OC(F)F,-123.15,1,0,2,0.333333,1.4482,13.093,118.004,13.1116,48,4,26,24,4.47222,1.66667
OC(=O)C1=CC(C(O)=O)=C(O)C=C1,310,3,3,2,0.153846,0.7886,42.0254,182.022,9.58008,240,18,62,70,6.30556,2.91667
NC1=CC2=C(C=C1)C(=O)NC2=O,290,3,2,0,0,0.1524,42.6511,162.043,9.00238,177,17,64,76,4.55556,2.58333
CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,8,6,0,4,0.285714,0.6345,51.533,234.056,8.0709,364,18,66,70,8.39583,3.5
CCCCCCN(CCCCCC)C(=O)C(C(F)(F)F)C(F)(F)F,201,1,0,11,0.478261,5.7164,80.464,363.2,7.12156,1425,32,108,117,11.9583,5.55556
O=C1C=CC(=O)C(=C1)C1=CC=CC=C1,114,2,0,1,0.0666667,1.778,53.573,184.052,8.36602,293,19,70,80,4.44444,3.13889
CC(=O)C1=CC(F)=C(Cl)C=C1Cl,35,1,0,1,0.0833333,3.3351,46.4245,205.97,12.1159,187,17,58,66,6.05556,2.66667
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-59,8,0,15,0.555556,3.0984,101.332,402.225,6.48751,2162,36,120,129,12.2569,6.875
COC1=CC=NC=C1,4,2,0,1,0.125,1.0902,30.789,109.053,7.27018,64,7,34,36,2.61111,2
OCC#C,-51.8,1,1,0,0,-0.3881,15.9188,56.0262,7.00328,10,1,10,8,2.5,1.25
CC1=CC=C(Cl)C(C)=C1N,31,1,1,0,0,2.53904,45.3384,155.05,7.75251,109,14,48,55,4.94444,2.25
CCCCCCCCCCCCCCCCC#N,34,1,0,14,0.823529,6.38138,80.542,251.261,4.92669,969,15,66,64,6,4.75
CCCCCCCCCCC1=CC=C(NC(=O)C2=CC=C(C)C=C2)C=C1,114,1,1,11,0.407407,6.93052,111.888,351.256,5.9535,2312,32,120,131,8.05556,6.11111
COC1=CC=C(C=C1Cl)C#N,109,2,0,1,0.0909091,2.22028,42.719,167.014,9.82434,156,14,50,56,4.58333,2.69444
C=NCC#N,129,2,0,1,0.25,0.21058,20.029,68.0374,7.55972,20,2,14,12,2.75,1.5
CCOC(=O)C(C(N)=S)=C1NN=C(O1)C1=CC=CC=C1O,128,7,3,4,0.181818,0.7344,79.3089,307.063,9.03126,945,31,104,121,8.02778,4.80556
COC1=C(OC)C=C2C=CC(=O)OC2=C1,145.5,4,0,2,0.125,1.8102,55.588,206.058,8.24232,350,23,76,89,5.30556,3.47222
CC1=CC=C(O)C=C1Br,56,1,1,0,0,2.46312,40.5438,185.968,11.623,84,10,42,46,4.08333,2.02778
CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,140,3,0,1,0.037037,4.45,92.264,330.219,6.11518,1220,48,140,175,8.40278,4.97222
ClC1=CC(Cl)=C(C=C1)N=C=S,38,2,0,1,0.0909091,3.7277,51.148,202.936,14.4955,158,13,50,55,4.58333,2.61111
C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1,46.5,1,0,2,0.1,4.3319,76.629,243.199,5.65578,549,29,94,112,4.03472,4.08333
ClCOCCl,-41.5,1,0,2,0.5,1.3956,22.525,113.964,12.6627,20,2,14,12,2.75,1.5
CC(=O)N1C(C)=C(C)C2=C1C=CC=C2,74,2,0,0,0,2.91824,57.7125,187.1,6.92962,266,23,74,90,5.66667,3.08333
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,239,2,2,2,0.0909091,3.5801,74.2949,310.032,10.3344,1020,30,104,118,8.02778,4.66667
CCCCS(=O)(=O)NC(CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,223,5,3,14,0.451613,2.9505,118.34,440.234,6.67022,3235,38,142,155,10.3681,6.86111
ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,126.5,4,0,6,0.230769,4.02588,93.528,336.114,8.19791,1341,34,122,141,6.75694,5.45833
CN1N=C(C)C=C1C,35.5,2,0,0,0,1.03694,32.682,110.084,6.1158,59,7,38,42,3.83333,1.77778
O=C1CC(=NO1)C1=CC(=CC=C1)C1=NOC(=O)C1,190,6,0,2,0.1,0.9886,60.934,244.048,9.38648,619,23,96,112,5.16667,3.88889
CC#C[Si](C)(C)C,-69,0,0,0,0,1.8871,36.796,112.071,5.89846,46,4,28,26,4.5625,1.625
CCOC(=S)C(=S)OCC,27,4,0,2,0.222222,1.7142,48.448,178.012,8.90061,135,10,38,39,5.22222,2.61111
Cl\C=C\Br,-86.7,0,0,0,0,2.0913,23.92,139.903,23.3171,10,1,10,8,2.5,1.25
CCCCC1=CC=C(C=C1)C1=CC=CC=C1,7,0,0,4,0.235294,4.6962,70.49,210.141,6.18061,496,20,76,85,4.33333,3.77778
CC(C)(OC1OC(CO)C(O)C(O)C1O)C#N,145,7,4,3,0.176471,-1.89492,54.5442,247.106,7.26781,500,27,84,97,8.61806,3.86111
O=C(NC1=CC=CC=C1)OCCC1=CC=C(CCOC(=O)NC2=CC=CC=C2)C=C1,213,4,2,8,0.25,5.269,116.675,404.174,7.4847,3457,37,144,158,8.16667,6.83333
BrC(Br)C1=CC=CC=C1C(Br)Br,116,0,0,2,0.166667,5.2634,67.632,417.72,23.2067,188,16,56,63,5.44444,2.75
COC1=CC(C=O)=CC(=C1O)[N+]([O-])=O,176,5,1,3,0.214286,1.1215,46.7007,197.032,9.3825,288,21,66,76,6.55556,3.33333
CC1=C(C=CC=C1N=C=O)N=C=O,18.3,4,0,2,0.153846,1.92962,46.742,174.043,9.16015,254,17,58,65,5.08333,3.22222
FC(F)(F)C1=CC(=O)N2C(SC=C2C2=CC=C(Br)C=C2)=N1,171,4,0,1,0.0434783,4.2043,77.477,373.934,13.8494,906,34,116,138,7.84028,4.36111
CC1=CNC(=S)NC1=O,284.5,2,2,0,0,0.74091,36.9844,142.02,9.46801,84,10,42,46,4.08333,2.02778
C1CCC(CC1)N(SC1=NC2=C(S1)C=CC=C2)C1CCCCC1,99.75,4,0,4,0.153846,6.2708,101.062,346.154,7.06436,1179,33,122,143,4.91667,5.08333
C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,63,1,0,5,0.238095,5.7169,92.19,284.214,5.80029,1114,28,98,108,9.00694,4.81944
CN(C)CC\C=C1\C2=C(CSC3=C1C=CC=C3)C=CC=C2,56,2,0,3,0.130435,4.6757,92.695,295.139,7.02713,882,35,108,126,5.91667,4.69444
COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(C)=CC(C)=N1,204,7,2,4,0.153846,1.39044,88.6277,364.084,8.8801,1564,38,126,144,10.3403,5.51389
CC(=O)CCC(C)=O,-1.5,2,0,3,0.428571,0.9446,30.596,114.068,6.33712,74,5,30,28,4.72222,1.91667
CC1C=C(C)N=N1,108,2,0,0,0,1.7445,28.075,96.0687,6.40458,41,4,32,34,2.97222,1.58333
OC(C1=CC=CC=C1)C1=CC(Cl)=CC=C1NC(=O)C1=CC=NC=C1,211,3,2,4,0.153846,4.069,94.146,338.082,8.66877,1358,36,122,141,7.27778,5.36111
NNC(=O)C1=CC(Cl)=CC=C1,158,2,2,1,0.0909091,0.9435,43.1056,170.025,9.44582,156,13,50,55,4.58333,2.61111
N=C1NC(=O)\C(S1)=N\NC1=CC=CC=C1,210,5,3,2,0.125,1.20977,60.9601,220.042,9.56704,403,17,74,83,4.69444,3.36111
CCCCN,-1,1,1,2,0.5,0.7452,23.9624,73.0891,4.56807,20,2,14,12,2.75,1.5
CC1=CC=C(O1)C(C1=CC=C(C)O1)C1=CC=CC=C1N=C=S,65,4,0,4,0.166667,5.40394,88.963,309.082,8.35358,977,31,114,134,6.77778,4.94444
CCOC(=O)C1=CC=C(OCC)C=C1,9,3,0,4,0.285714,2.262,53.5675,194.094,6.93194,342,17,62,68,5.33333,3.44444
CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,105,7,0,5,0.238095,0.193,74.747,278.138,7.31942,834,32,102,121,8.38889,4.44444
O=C1OC(=O)C2CC=CCC12,101.9,3,0,0,0,0.6522,36.453,152.047,8.00249,137,15,58,69,3.69444,2.41667
CN(C)N\N=C1\N=CN=C1C(N)=O,205,5,2,3,0.230769,-1.6657,49.3791,182.092,7.91703,262,14,60,66,5.69444,2.97222
CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C(O)=O)C2CC1,173.5,1,1,2,0.0833333,5.2062,89.5358,302.225,5.81201,943,45,124,154,8.79167,4.63889
FC(F)(F)C1=CC=CC=C1Cl,-1.4,0,0,0,0,3.3588,36.454,179.995,11.9997,144,14,54,60,5.28472,2.36111
CO[C@H]1O[C@H](COC(=O)C(C)(C)C)[C@@H](O)[C@H](OC(=O)C(C)(C)C)[C@@H]1O,89.85,8,2,4,0.16,0.6267,87.4326,362.194,6.58535,1520,40,126,144,13.1528,5.36111
CCOC(=O)NC1=CC2=NC3=C(C=CC(NC)=C3CO)C=C2C=C1,145,5,3,4,0.153846,3.4904,95.3632,325.143,7.56146,1379,40,124,147,7.88889,5.52778
SC(=O)C1=CC=CC=C1,24,1,1,1,0.111111,1.7566,39.7585,138.014,9.20093,88,9,40,43,3.47222,2.11111
CN(C)CC\C=C1\C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,97.5,2,0,3,0.130435,5.188,92.267,315.085,8.0791,896,33,110,129,6.52778,4.61111
SCC1=CC=C(Br)C=C1,27,1,1,1,0.111111,2.8789,46.832,201.945,12.6216,90,9,40,43,3.47222,2.16667
CSC1=NC(Cl)=C(C(Cl)=N1)C1=CC=CC=C1,113.85,3,0,2,0.117647,4.1723,69.269,269.979,11.2491,425,24,80,93,5.55556,3.66667
CCOC(=O)CC1=CC=C(Cl)C(Cl)=C1,25,2,0,3,0.214286,3.099,56.799,232.006,9.66691,332,17,64,70,5.94444,3.27778
CC1CCC2=C(N1)C=C(CCC(C)=O)C(=C2)[N+]([O-])=O,95,4,1,4,0.2,2.863,73.5041,262.132,7.08464,700,28,96,110,7.52778,4.16667
CCOC(=O)CS,-80,3,1,2,0.333333,0.4793,30.486,120.025,8.00163,50,5,24,23,3.86111,1.91667
CN1C2=C(NC(Cl)=N2)C(=O)N(C)C1=O,290,5,1,0,0,-0.3863,51.5857,214.026,10.1917,262,24,76,93,6.27778,3
COC1=CC=C(Cl)N=N1,91,3,0,1,0.111111,1.1386,33.594,144.009,10.2864,90,9,40,43,3.47222,2.16667
CN(C)C1=CC=C(\C=C(\C#N)C2=NC(=CS2)C2=CC=C(Cl)C=C2)C=C1,133,4,0,4,0.148148,5.59368,106.813,365.075,8.90428,1695,36,128,148,8.13889,5.58333
OCCN1CCNC1=O,49,2,2,2,0.222222,-0.9961,32.0575,130.074,6.84601,90,8,40,44,3.47222,2.19444
CC1=C(C=CC(=C1)N(CCO)CCO)\N=N/C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,190,9,2,9,0.310345,3.01782,101.49,389.134,8.27944,2305,43,136,156,11,6.47222
N#CC1=CC=CC=C1C#N,140,2,0,0,0,1.42996,35.872,128.037,9.14553,117,12,44,49,3.72222,2.52778
COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1C[C@@H]2CCCN[C@@H]2C1)C1CC1,240,6,2,4,0.121212,2.3705,106.676,401.175,7.56934,2006,55,166,207,9.19444,6.22222
CC1=CC2=C(C=C1)C(C)=CC=C2,-16.9,0,0,0,0,3.45664,53.422,156.094,6.50391,181,17,62,72,3.94444,2.63889
CC1OC1C,-5,1,0,0,0,0.7936,20.009,72.0575,5.54289,16,1,24,27,2.47222,1.11111
CCOC(=O)CCC1=CC=C2CCC(=O)NC2=C1,124,3,1,4,0.210526,2.067,68.3467,247.121,7.0606,679,24,88,99,6.05556,4.11111
C#CC1=CC=C2N=CC=NC2=C1,98,2,0,0,0,1.6111,47.473,154.053,8.55851,190,16,60,69,3.33333,2.77778
CCN(CC)CC(C)O,13.5,2,1,4,0.5,0.709,39.4688,131.131,5.0435,98,8,34,34,4.97222,2.33333
CCCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CO1)C(=O)OCCCC,87,6,1,9,0.321429,4.201,101.719,375.205,6.70008,1803,41,130,151,10.1389,6.36111
CN1N=C(C)C=C1N,75,3,1,0,0,0.31072,32.3574,111.08,6.5341,59,7,38,42,3.83333,1.77778
FC(F)(F)COC1=CC=CC(OCC(F)(F)F)=C1C#N,116,3,0,4,0.2,3.44048,54.257,299.038,11.0755,864,25,98,106,9.45833,4.30556
CC1=CC(=O)CC(=O)O1,188,3,0,0,0,0.4062,29.473,126.032,8.40211,84,9,42,45,4.08333,2
OC1=CC(Cl)=CC(O)=C1,118,2,2,0,0,1.7512,34.7816,143.998,10.2856,84,9,42,45,4.08333,2
FC1=CC(Cl)=C(C=O)C=C1,62,1,0,1,0.1,2.2916,36.7975,157.993,11.2852,116,12,46,51,4.33333,2.36111
CN1C=NC=C1CC1COC(=O)C1C(O)C1=CC=CC=C1,179,5,1,4,0.173913,1.4854,76.2528,286.132,7.33671,919,30,110,130,6.52778,4.63889
CC1=CC(=CC=C1C(O)=O)[N+]([O-])=O,153.5,3,1,2,0.153846,1.60142,44.7927,181.038,9.05188,246,18,62,70,6.30556,2.91667
