SMILES,logS,nHBAcc,nHBDon,nRot,RotRatio,SLogP,SMR,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb1,mZagreb2
CCCCC(CC)CO,-2.11,1,1,5,0.625,2.1951,40.3918,130.136,4.81984,104,8,32,32,4.36111,2.5
CCCCC1=C(O)N=C(NCC)N=C1C,-3.02,4,2,5,0.333333,2.26502,61.2095,209.153,6.15155,390,20,68,76,6.19444,3.63889
O=NN(C1=CC=CC=C1)C1=CC=CC=C1,-3.75,2,0,3,0.1875,3.5061,60.818,198.079,7.92317,364,20,72,82,4.08333,3.55556
C1CCCCCC1,-3.52,0,0,0,0,2.7307,32.319,98.1096,4.67188,42,7,28,28,1.75,1.75
CC(C)CCCO,-1.14,1,1,3,0.5,1.4149,31.1578,102.104,4.86212,52,4,24,22,3.86111,1.83333
ClCCl,-0.63,0,0,0,0,1.4215,16.573,83.9534,16.7907,4,0,6,4,2.25,1
CCCCCCOC(=O)C1=CC=C(N)C=C1,-3.95,3,1,6,0.375,3.0059,65.2789,221.142,6.31833,545,18,70,75,5.83333,3.86111
NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,-2.3,2,2,2,0.125,2.4418,64.5148,198.116,6.83158,404,18,74,82,4.69444,3.33333
CC(Cl)Cl,-1.29,0,0,0,0,1.81,21.168,97.969,12.2461,9,0,12,9,3.11111,1
CCCN(CCC)CCC,-2.28,1,0,6,0.666667,2.5184,47.313,143.167,4.6183,138,9,36,36,4.61111,2.75
CCNC1=NC(=NC(Cl)=N1)N(CC)CC,-4.06,5,1,5,0.333333,1.803,62.5617,229.109,7.39063,374,20,68,76,6.19444,3.69444
SC1=NC2=C(S1)C=CC=C2,-3.18,3,1,0,0,2.585,46.872,166.986,11.1324,108,11,52,60,2.83333,2.19444
OC1=CC=CC(=C1)N(=O)=O,-1.01,3,1,1,0.1,1.3004,34.7612,139.027,9.26846,117,11,46,50,4.33333,2.27778
CCOP(=O)(OCC)OCC,0.43,4,0,6,0.6,2.204,42.4845,182.071,7.00272,166,12,44,46,5.5625,2.875
OC(=O)CNC(=O)C1=CC=CC=C1,-1.68,2,2,3,0.230769,0.501,46.411,179.058,8.13901,274,14,58,62,5.08333,3.02778
OC(=O)CCCCCCCCC=C,-3.4,1,1,9,0.75,3.3778,54.7688,184.146,5.58019,354,10,48,46,5.36111,3.33333
NC1=NC(=O)NC=C1,-1.14,3,2,0,0,-0.6479,29.2701,111.043,8.54179,61,7,36,38,3.22222,1.83333
CCOC(=O)CC(=O)OCC,-0.82,4,0,4,0.4,0.5027,37.883,160.074,6.95972,184,10,42,42,5.47222,2.83333
CCCCOC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,-5.64,4,0,7,0.291667,4.0005,87.194,312.136,7.25898,1340,31,108,121,7.30556,5.41667
ClCCC#N,-0.29,1,0,1,0.25,1.13888,20.95,89.0032,9.88925,20,2,14,12,2.75,1.5
ClC1=CC=CC(=C1)C1=CC=CC=C1,-4.88,0,0,1,0.0714286,4.007,56.888,188.039,8.54724,246,16,64,72,3.58333,2.94444
NC(=O)NCC1=CC=CC=C1,-0.95,1,2,2,0.181818,0.8549,42.8651,150.079,7.14663,174,10,48,50,3.97222,2.58333
CCNC1=NC(Cl)=NC(NC(C)(C)C#N)=N1,-3.15,6,2,4,0.25,1.67088,62.3154,240.089,8.27893,456,20,76,83,7.14583,3.66667
OCCN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,-4.16,5,1,6,0.2,3.9427,113.606,403.149,7.60658,2000,43,142,167,7.13889,6.02778
CCOC1=CC=C(C=C1)C(=O)OCCN(CC)CC,-2.71,4,0,8,0.421053,2.5839,75.6815,265.168,6.31352,866,24,84,92,7.19444,4.69444
O=C1C=CC(=O)C=C1,-0.99,2,0,0,0,0.2506,28.294,108.021,9.00176,62,7,36,38,3.22222,1.83333
CCCCC(=O)CC(C)=O,-1.56,2,0,5,0.555556,1.7248,39.83,142.099,5.92081,142,8,38,37,5.22222,2.5
CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,-1.83,6,1,1,0.0714286,-1.4238,48.7022,236.004,10.7274,304,17,70,78,7.25694,2.94444
ClC1=C(Cl)C(Cl)=C(Cl)C(=C1)C1=CC=CC=C1,-7.16,0,0,1,0.0588235,5.9672,71.918,289.922,13.1783,412,26,82,97,6.16667,3.55556
CCCC1=CC=CC=C1,-3.37,0,0,2,0.222222,2.6391,40.437,120.094,5.71876,94,8,38,40,2.86111,2.25
COC1=CC=CC=C1N(=O)=O,-1.96,3,0,2,0.181818,1.6034,39.6484,153.043,8.50237,150,14,50,56,4.58333,2.63889
NCC(O)C1=CC=CC=C1,-0.48,2,2,2,0.2,0.6787,40.4562,137.084,6.52781,121,11,44,48,3.72222,2.44444
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46,3,2,5,0.294118,1.516,70.2024,254.109,7.26025,472,30,82,98,8.00694,4.04167
CC1CCCCC1NC(=O)NC1=CC=CC=C1,-4.11,1,2,2,0.111111,3.3868,70.0164,232.158,6.27453,572,21,82,91,5.19444,3.86111
CCNC1=NC(NC(C)(C)C)=NC(SC)=N1,-4,6,2,4,0.25,2.2357,69.1474,241.136,6.8896,452,19,76,82,7.14583,3.625
ClC1=CC=C(C(Cl)=C1)C1=CC=C(Cl)C=C1Cl,-6.51,0,0,1,0.0588235,5.9672,71.918,289.922,13.1783,426,24,82,95,6.16667,3.5
CCOC(C)=O,-0.04,2,0,1,0.2,0.5694,22.307,88.0524,6.28946,32,3,20,18,3.61111,1.58333
C1=CC2=C(C=C1)C1=C(C=C2)C2=CC=CC3=C2C1=CC=C3,-8,0,0,0,0,5.6404,85.884,252.094,7.87793,678,39,120,152,3.88889,4.22222
CC(C)=CCCC(C)(O)C=C,-1.99,1,1,4,0.4,2.6698,49.4858,154.136,5.31503,180,10,46,46,6.17361,2.58333
O=C1CCCN1,1.07,1,1,0,0,-0.1036,22.2437,85.0528,6.54252,26,2,26,27,2.11111,1.41667
CNC(=O)OC1=CC(C)=CC=C1,-1.8,2,1,1,0.0833333,1.71322,46.2627,165.079,7.17735,211,13,54,58,4.83333,2.83333
ClC1=CC(Cl)=C(C=C1)C1=CC(Cl)=CC=C1Cl,-6.57,0,0,1,0.0588235,5.9672,71.918,289.922,13.1783,419,24,82,95,6.16667,3.5
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=N1,-2.24,5,2,3,0.15,1.47644,73.1689,278.084,8.42678,722,27,98,111,7.61806,4.04167
N1C=CC2=C1C=CC=C2,-1.52,0,1,0,0,2.1679,38.2987,117.058,7.31612,79,9,46,53,1.97222,2.02778
CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12,-4.1,4,2,1,0.0333333,2.9233,98.5326,376.205,6.71795,1489,67,164,215,11.7778,5.47222
CCC1=CC2=C(C=CC=C2)C=C1,-4.29,0,0,1,0.0769231,3.4022,53.326,156.094,6.50391,190,16,60,69,3.33333,2.77778
OC(=O)C1=CC=CC=C1O,-1.82,2,2,1,0.1,1.0904,35.0661,138.032,8.62698,114,12,46,51,4.33333,2.30556
NC(N)=S,0.32,1,2,0,0,-0.8113,20.9728,76.0095,9.50119,9,0,12,9,3.11111,1
CCCCOCCO,-0.42,2,1,5,0.714286,0.7954,32.8128,118.099,5.36815,84,5,26,24,3.5,2.25
COC1=C(O)C=CC(CC=C)=C1,-1.56,2,1,3,0.25,2.1293,48.5598,164.084,6.83682,204,15,54,60,4.83333,2.94444
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.18,0,0,0,0,4.5523,51.901,269.813,24.5285,132,19,58,71,6.50694,2.33333
ClC1=CC=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1Cl,-7.91,0,0,1,0.0555556,6.6206,76.928,323.883,14.722,486,28,88,104,7.02778,3.72222
CCCC(O)=O,-0.19,1,1,2,0.4,0.8711,22.5438,88.0524,6.28946,32,3,20,18,3.61111,1.58333
OC1=CC=CN=C1,-0.46,2,1,0,0,0.7872,25.9018,95.0371,7.91976,42,5,30,31,2.36111,1.66667
NC(CC1=CC=C(O)C(O)=C1)C(O)=O,-1.6,4,4,3,0.214286,0.0522,49.0868,197.069,7.88275,321,18,66,73,6.55556,3.13889
CC1=CC=CC(C)=N1,0.45,1,0,0,0,1.69844,33.711,107.073,6.29844,61,7,36,38,3.22222,1.83333
ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C=C1Cl,-8.3,0,0,1,0.05,7.9274,86.948,391.805,17.8093,642,35,100,121,8.75,4.13889
CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,-2.55,2,1,3,0.214286,2.50032,53.9148,214.04,8.56159,316,18,66,73,6.55556,3.13889
FC1=CC=C(CCl)C=C1,-2.54,0,0,1,0.111111,2.5645,35.957,144.014,9.60095,90,9,40,43,3.47222,2.16667
C(C1=CC=CC=C1)C1=CC=CC=C1,-4.17,0,0,2,0.142857,3.2774,55.69,168.094,6.72376,264,14,62,68,2.97222,3
CC1CCC(CC1=O)C(C)=C,-2.18,1,0,1,0.0909091,2.5678,46.326,152.12,5.63408,152,14,52,58,5.19444,2.47222
ClC1=NC(=CC=C1)C(Cl)(Cl)Cl,-3.76,1,0,0,0,3.5617,48.484,228.902,16.3501,148,13,54,59,5.28472,2.33333
OC(=O)C1C2CCC(O2)C1C(O)=O,-0.27,3,2,2,0.142857,-0.0508,40.1466,186.053,8.08925,219,17,70,85,5.41667,2.80556
CCC(C)(O)CC,-0.38,1,1,2,0.333333,1.5574,31.2058,102.104,4.86212,44,6,28,28,4.5625,1.75
CCC(O)C(C)(C)C,-1.15,1,1,1,0.142857,1.8034,35.7528,116.12,4.83834,63,8,34,35,5.42361,1.83333
CC(C)COC(N)=O,-0.3,2,1,2,0.285714,0.7377,30.3734,117.079,6.16205,74,5,30,28,4.72222,1.91667
ClC(Cl)C(Cl)(Cl)Cl,-2.6,0,0,0,0,3.1603,35.784,199.852,24.9815,42,6,30,30,5.17361,1.5
CC1=CC(=O)C2=CC=CC=C2C1=O,-3.03,2,0,0,0,2.0119,48.86,172.052,8.19297,218,21,68,81,4.80556,2.86111
ClC1=CC=C(C=C1)C1=CC=CC=C1,-5.2,0,0,1,0.0714286,4.007,56.888,188.039,8.54724,252,16,64,72,3.58333,2.94444
NC1=CC(Cl)=CC(C(O)=O)=C1Cl,-2.47,2,2,1,0.0833333,2.2738,47.8337,204.97,12.057,184,17,58,66,6.05556,2.66667
CC(C)C(C)(C)O,-0.41,1,1,1,0.166667,1.4133,31.1358,102.104,4.86212,42,6,30,30,5.17361,1.5
C1CC2=CC=CC3=C2C1=CC=C3,-4.63,0,0,0,0,2.9384,51.356,154.078,7.00356,166,18,68,83,2.44444,2.58333
OC1=C(Cl)C=C(Cl)C=C1Cl,-2.34,1,1,0,0,3.3524,43.1368,195.925,15.0711,110,13,48,54,4.94444,2.22222
CC1=C2C=CC=CC2=C(C)C2=C1C=CC=C2,-6.57,0,0,0,0,4.60984,70.928,206.11,6.87032,378,29,88,108,4.66667,3.5
CCCC(C)CO,-1.11,1,1,3,0.5,1.4149,31.1578,102.104,4.86212,50,5,24,23,3.86111,1.91667
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-3.99,2,1,0,0,4.2693,87.3338,302.225,5.81201,907,48,134,171,7.99306,4.40972
NC(CCC(N)=O)C(O)=O,-0.55,3,3,4,0.444444,-1.3362,34.0396,146.069,7.30346,136,9,40,40,5.83333,2.36111
OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,-3.6,3,2,1,0.0434783,3.1013,83.1795,320.012,10.323,819,38,112,133,7.13889,4.55556
CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O,-3.79,4,3,3,0.125,2.56214,88.3592,354.044,9.31695,1172,38,120,140,10.4514,4.88889
OC1=CC=CC2=C1N=CC=C2,-2.42,2,1,0,0,1.9404,43.4078,145.053,8.05849,140,15,56,65,3.08333,2.47222
O=CC1=CC=CO1,-0.1,2,0,1,0.142857,1.0921,24.0955,96.0211,8.72919,43,4,30,32,2.36111,1.75
CCCCCCC=O,-1.7,1,0,5,0.714286,2.1557,34.823,114.104,5.18657,84,5,26,24,3.5,2.25
CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,-4.53,3,1,4,0.173913,4.1809,87.1308,338.048,8.89599,993,36,112,131,8.97917,4.83333
COC1=C2OC3C(O)C=CC4C5CC(C=C1)=C2C34CCN5C,-1.52,4,1,1,0.0384615,1.5011,82.4638,299.152,6.95703,824,51,136,178,6.3125,4.625
CCCCCC(C)=O,-1.42,1,0,4,0.571429,2.1557,34.823,114.104,5.18657,79,5,28,26,4.11111,2.08333
CCOC=C,-0.85,1,0,2,0.5,1.1664,21.823,72.0575,5.54289,20,2,14,12,2.75,1.5
NC1=CC=C(C=C1)C(O)=O,-0.4,2,2,1,0.1,0.967,37.8137,137.048,8.06163,120,11,46,50,4.33333,2.27778
C=CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,-2.18,3,2,3,0.157895,0.8665,64.6154,244.085,8.13616,538,32,92,111,6.75694,4.125
CC1=CC=C(O)C=C1,-0.7,1,1,0,0,1.70062,32.8438,108.058,6.75359,62,7,36,38,3.22222,1.83333
CNC(=O)OC1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C,-4.24,2,1,1,0.0526316,3.9998,78.9257,263.189,5.98156,684,27,96,107,9.81944,4
CN1C(=O)NC2=C(NC(=O)N2)C1=O,-1.56,4,3,0,0,-1.7568,44.7811,182.044,9.58126,219,20,70,84,5.41667,2.77778
CCC(C)(C)CO,-1.04,1,1,2,0.333333,1.4149,31.1578,102.104,4.86212,44,6,28,28,4.5625,1.75
CC(N)CC(O)=O,1.08,2,2,2,0.333333,-0.1917,25.9022,103.063,6.44146,48,4,26,24,4.47222,1.66667
CC1=C(CCCO1)C(=O)NC1=CC=CC=C1,-2.56,2,1,2,0.117647,2.7095,62.9577,217.11,7.00356,459,21,78,88,4.94444,3.63889
C1OC1C1=CC=CC=C1,-1.6,1,0,1,0.1,1.7579,35.135,120.058,7.06221,87,9,46,53,1.97222,2.02778
OC1=CC=C(C=C1)C1=CC=CC=C1,-3.48,1,1,1,0.0714286,3.0592,53.5428,170.073,7.39449,252,16,64,72,3.58333,2.94444
CC(=O)NC1=CC=CC=C1O,-2.24,2,2,1,0.0909091,1.3506,42.4105,151.063,7.55317,158,12,50,54,4.58333,2.52778
CCCOC(C)C,-1.34,1,0,3,0.5,1.8214,31.379,102.104,4.86212,52,4,24,22,3.86111,1.83333
CCCCCCCCCCCC(=O)OC,-4.69,2,0,10,0.714286,4.0803,63.86,214.193,5.22423,538,13,56,55,5.86111,3.91667
CCCCCOC(=O)C1=CC=C(N)C=C1,-3.26,3,1,5,0.333333,2.6158,60.6619,207.126,6.47269,440,17,66,71,5.58333,3.61111
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,-2.62,5,2,3,0.166667,1.36602,62.9029,253.052,9.03758,535,22,88,100,6.50694,3.625
CC1=NC2=C(C=NC=N2)N=C1,0.06,4,0,0,0,0.72822,39.865,146.059,8.59172,144,14,56,64,3.08333,2.44444
CN(N=O)C(N)=O,-0.85,3,1,1,0.166667,-0.3217,23.1414,103.038,8.58651,46,6,26,26,4.47222,1.77778
CC1C2C(O)C3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)C2=C1C=CC=C2O,-2.87,9,6,2,0.0571429,-0.3476,109.775,444.153,7.93131,2336,76,184,237,14.5903,6.77778
NC(=O)CCl,-0.02,1,1,1,0.25,-0.2895,19.9144,92.9981,10.3331,18,2,16,14,3.36111,1.33333
COC1=CC=C2C(OC(=O)C2=C1OC)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12,-3.14,8,0,4,0.117647,2.8818,105.895,413.147,7.79523,2155,59,170,214,9.44444,6.66667
OC(=O)COC1=CC=CC=C1,-1.1,2,1,3,0.272727,1.15,39.5728,152.047,8.00249,174,10,48,50,3.97222,2.58333
CC1=CC(=O)CC(C)(C)C1,-1.06,1,0,0,0,2.3218,41.779,138.104,5.75435,109,11,50,54,5.03472,2.08333
OC1=C(O)C2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,-2.78,4,2,0,0,1.8732,63.0786,240.042,9.23239,519,35,100,124,6.38889,3.88889
CC1=CC(C)=C(C)C(C)=C1C,-4,0,0,0,0,3.2287,50.127,148.125,5.48612,140,17,54,63,5.80556,2.44444
CCCCN(CC)C(=O)SCCC,-3.35,2,0,6,0.5,3.3716,60.3,203.134,5.97454,288,14,50,52,5.97222,3.44444
CCCC1CCCCN1,-1.5,1,1,2,0.222222,1.9286,40.5497,127.136,4.88985,94,8,38,40,2.86111,2.25
C1=CN=NC=C1,1.1,2,0,0,0,0.4766,22.032,80.0374,8.00374,27,3,24,24,1.5,1.5
CC1(C)C2CCC(C)(C2)C1=O,-1.85,1,0,0,0,2.4017,44.236,152.12,5.63408,125,17,66,83,5.09722,2.16667
ClC1=CC(Cl)=C(Cl)C2=NSN=C12,-4.98,3,0,0,0,3.6515,52.445,237.893,18.2994,172,18,64,77,4.55556,2.61111
COC1=CC2=C(C=C1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC34,-2.09,5,0,2,0.0571429,2.1097,106.513,394.189,7.16708,1722,72,184,243,7.50694,6.06944
OC(=O)C1=CC(=O)NC(=O)N1,-1.93,3,3,1,0.0909091,-1.2386,34.6427,156.017,10.4011,150,13,52,57,5.19444,2.44444
COC1=CC=C2C(OC(=O)C2=C1OC)C1N(C)CCC2=C1C=C1OCOC1=C2,-4.11,7,0,3,0.09375,2.8732,99.3425,383.137,7.81912,1838,53,160,200,8.33333,6.11111
NC1=CC=CC2=NC3=C(C=CC=C3)C=C12,-4.22,2,1,0,0,2.9702,63.6614,194.084,7.76338,334,24,82,98,3.80556,3.25
ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,-6.62,0,0,2,0.1,6.4955,85.037,351.915,12.5684,654,29,98,113,7.61806,4.08333
COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,-1.6,4,0,5,0.25,1.84434,76.756,279.147,6.80846,754,32,94,109,9.27778,4.75
BrC1=CC=C(Br)C(Br)=C1,-4.5,0,0,0,0,3.9741,49.542,311.778,25.9815,84,10,42,46,4.08333,2.02778
CCOC1=CC=C(NC(N)=O)C=C1,-2.17,2,2,3,0.230769,1.5759,50.8171,180.09,7.2036,280,14,58,62,5.08333,3.08333
ClC1=C(Cl)C(Cl)=C(Cl)C(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-10.26,0,0,1,0.0454545,9.2342,96.968,459.727,20.8967,820,42,112,138,10.4722,4.55556
CCS,-0.6,1,1,0,0,0.9361,19.527,62.019,6.891,4,0,6,4,2.25,1
COC1=CC=C2SC3=C(C=CC=C3)N(CC(C)CN(C)C)C2=C1,-4.22,4,0,5,0.2,4.4956,98.283,328.161,6.98215,1130,37,120,141,7.63889,5.11111
OC1=CC=C(C(O)=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,-3.08,7,5,1,0.0416667,1.988,76.244,302.043,9.43883,973,40,120,145,8.61111,4.69444
CC1=CC=C(C)C2=C1C=CC=C2,-4.14,0,0,0,0,3.45664,53.422,156.094,6.50391,176,18,62,73,3.94444,2.66667
CC(C)CC=C,-3.24,0,0,2,0.4,2.2185,29.652,84.0939,4.67188,32,3,20,18,3.61111,1.58333
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.18,1,0,0,0,4.4814,77.575,377.871,13.9952,520,46,134,189,7.57639,3.56944
CCC(CC)C(O)=O,-0.81,1,1,3,0.428571,1.5072,31.7078,116.084,5.80419,67,8,30,31,4.72222,2.11111
OC(=O)COC1=C(Cl)C=C(Cl)C=C1,-2.51,2,1,3,0.230769,2.4568,49.5928,219.969,11.5773,266,15,60,65,5.69444,2.94444
CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O,-3.12,9,6,2,0.0571429,-0.2144,109.541,444.153,7.93131,2350,76,186,239,14.6806,6.66667
CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,-5.41,2,1,0,0,4.4839,88.2838,306.202,6.00396,787,44,134,174,6.15278,4.16667
CCCCNCCCC,-1.44,1,1,6,0.75,2.1762,42.6857,129.152,4.61256,120,6,30,28,3.75,2.5
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.77,5,3,2,0.0645161,1.8957,99.9444,392.2,6.8807,1670,70,168,221,12.0278,5.81944
C1=CC2=C(C=C1)C=NC=C2,-1.45,1,0,0,0,2.2348,41.743,129.058,7.59164,109,12,50,57,2.22222,2.27778
ClC1=CC=C(C=C1Cl)C1=CC=CC=C1,-6.39,0,0,1,0.0666667,4.6604,61.898,222,10.0909,303,19,70,80,4.44444,3.13889
CCCCC(=O)OC,-1.36,2,0,3,0.428571,1.3496,31.541,116.084,5.80419,76,6,28,27,4.11111,2.16667
CC(C)(C(O)=O)C(C)(CC(O)=O)C(O)=O,-0.29,3,3,5,0.357143,0.6628,49.4124,218.079,7.51997,332,26,72,84,9.70833,3.27083
OCC1OC(OC2=CC=CC=C2CO)C(O)C(O)C1O,-0.85,7,5,4,0.190476,-1.6424,66.76,286.105,7.52909,798,33,100,118,7.77778,4.63889
ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1Cl,-7.39,0,0,1,0.0588235,5.9672,71.918,289.922,13.1783,394,26,82,97,6.16667,3.55556
CC(=O)NC1=CC=CC=C1N(=O)=O,-1.91,3,1,2,0.153846,1.5532,47.4001,180.053,8.57398,246,16,60,66,5.69444,2.97222
ClC1=C(Cl)C(Cl)=C(C(Cl)=C1Cl)C1=CC=CC=C1,-7.92,0,0,1,0.0555556,6.6206,76.928,323.883,14.722,470,30,88,106,7.02778,3.77778
CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=CC=CC=C2S1(=O)=O,-4.16,5,2,2,0.08,1.581,83.8063,331.063,9.19619,1116,42,124,150,8.34028,4.97222
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,-2.27,5,2,3,0.15,1.47644,73.1689,278.084,8.42678,722,27,98,111,7.61806,4.04167
CN1C=CC(=O)NC1=O,-0.8,3,1,0,0,-0.9264,32.3037,126.043,8.40286,84,10,42,46,4.08333,2.02778
CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,-3.76,1,1,1,0.0714286,3.0869,59.1677,232.017,9.66738,321,18,66,73,6.55556,3.13889
CCOC(=O)C1=CC=C(O)C=C1,-2.35,3,1,2,0.166667,1.5689,44.0633,166.063,7.54832,211,14,54,59,4.83333,2.86111
CN1[C@H]2CC[C@@H]1[C@H]([C@@H](O)C2)C(O)=O,-0.02,3,2,1,0.0714286,-0.0854,46.3226,185.105,6.6109,214,21,70,85,5.41667,2.80556
OC1=CC=CC2=C1C=CC=C2O,-2.92,2,2,0,0,2.251,47.2776,160.052,8.00262,176,18,62,73,3.94444,2.66667
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-4.57,2,1,0,0,3.4925,85.8758,298.193,6.21236,941,46,130,165,7.29167,4.63194
CN(C)C(=O)NC1=CC=C(Cl)C=C1,-2.89,1,1,1,0.0769231,2.4335,54.1577,198.056,8.25233,268,15,60,65,5.69444,2.94444
C1=CC2=CC3=C(C=CC=C3)N=C2C=C1,-3.67,1,0,0,0,3.388,59.249,179.073,7.7858,279,21,76,90,2.94444,3.05556
CC(=C)C1CC=C(C)C(=O)C1,-2.06,1,0,1,0.0909091,2.4879,46.302,150.104,6.00418,152,14,52,58,5.19444,2.47222
CC1=CC(Cl)=CC=C1OCC(O)=O,-2.23,2,1,3,0.230769,2.11182,49.3198,200.024,9.092,266,15,60,65,5.69444,2.94444
CC(N)=O,1.58,1,1,0,0,-0.5084,14.8684,59.0371,6.55968,9,0,12,9,3.11111,1
OC(=O)C1=CC=CC=C1C(O)=O,-2.11,2,2,2,0.166667,1.083,40.3606,166.027,9.2237,188,16,56,63,5.44444,2.75
CN1N(C(=O)C(N)=C1C)C1=CC=CC=C1,-0.62,4,1,1,0.0625,1.06662,60.1594,203.106,7.25378,338,24,78,94,5.91667,3.33333
CC(Cl)C(C)(C)Cl,-2.69,0,0,1,0.166667,2.6311,35.247,140.016,8.23623,42,6,30,30,5.17361,1.5
ClC1=CC(=CC=C1)C1=CC(Cl)=CC=C1Cl,-6.01,0,0,1,0.0625,5.3138,66.908,255.961,11.6346,354,21,76,87,5.30556,3.30556
ClC1=CC(=C(Cl)C=C1)C1=CC(Cl)=C(Cl)C=C1Cl,-7.89,0,0,1,0.0555556,6.6206,76.928,323.883,14.722,488,27,88,103,7.02778,3.69444
C1=CC2=CC3=CC4=C(C=CC=C4)C=C3C=C2C=C1,-8.6,0,0,0,0,5.1462,78.96,228.094,7.60313,569,30,102,123,3.66667,3.83333
CC(=O)OC1=C(C=CC=C1)C(O)=O,-1.61,3,1,2,0.153846,1.3101,44.7103,180.042,8.57344,246,16,60,66,5.69444,2.97222
CCC(Cl)CC,-2.63,0,0,2,0.4,2.4138,30.223,106.055,6.23853,31,4,20,19,3.61111,1.66667
FC1=CNC(=O)NC1=O,-1.07,2,2,0,0,-0.7977,27.6414,130.018,10.8348,84,10,42,46,4.08333,2.02778
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.57,3,2,4,0.25,1.185,58.4774,226.132,6.65093,418,26,78,91,7.75694,3.66667
CCOC(=O)C=C,-0.74,2,0,2,0.333333,0.7355,26.83,100.052,6.67016,50,5,24,23,3.86111,1.91667
CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,-6.34,6,0,8,0.333333,3.8782,96.578,393.003,9.82506,1137,38,116,138,9.22917,5.375
CCCCCCCl,-3.12,0,0,4,0.666667,2.8055,34.862,120.071,6.00353,56,4,22,20,3.25,2
CC1=CC=CC=C1N(=O)=O,-2.33,2,0,1,0.1,1.90322,37.8334,137.048,8.06163,114,12,46,51,4.33333,2.30556
NC1=CC=CC=C1N,-0.42,2,2,0,0,0.851,35.2668,108.069,6.7543,60,8,36,39,3.22222,1.86111
CC1=CC(O)=C2C=CC=CC2=N1,-1.2,2,1,0,0,2.24882,48.1448,159.068,7.57469,179,17,62,72,3.94444,2.63889
CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,-1.13,4,2,3,0.142857,1.0415,72.5565,281.163,6.53867,825,30,102,117,8.38889,4.33333
ClC1=CC=C(Cl)C=C1,-3.27,0,0,0,0,2.9934,36.462,145.969,12.1641,62,7,36,38,3.22222,1.83333
CCOC1=CC=C(NC(C)=O)C=C1,-2.37,2,1,3,0.230769,2.0437,51.9147,179.095,6.88825,280,14,58,62,5.08333,3.08333
CC1=CC(O)=CC=C1Cl,-1.57,1,1,0,0,2.35402,37.8538,142.019,8.87616,84,10,42,46,4.08333,2.02778
O=NN1CCCCC1,-0.17,2,0,1,0.125,1.1537,31.219,114.079,6.33774,64,7,34,36,2.61111,2
